Age,Date,A,B,C,D,E
43,1976-04-17,1217.8,,,1716.3,
14,1996-08-11,,,1049.7,1046.1,705.0
41,1972-01-06,1351.8,,,1579.7,
33,2001-05-27,605.4,,,,
23,1991-09-13,,518.7,1058.0,,
31,2002-11-22,559.6,,764.9,707.9,
42,2011-07-15,301.7,,533.2,,
38,1982-09-04,981.3,,,1483.9,
47,1993-06-22,,,,,889.2
40,2019-11-11,,,360.3,246.1,381.2
30,2008-03-16,,309.7,699.9,,
21,1985-05-24,988.7,,1322.2,,1047.4
42,1988-03-06,820.5,556.1,,,
39,1992-04-26,713.6,,,,
44,1987-11-09,925.3,524.8,1329.8,1267.0,947.4
36,1984-10-25,900.8,541.4,1306.0,,
65,1998-04-28,,431.4,865.9,,
58,1989-07-10,893.0,525.0,1159.8,1194.1,894.9
39,1994-04-21,793.1,488.3,,976.9,
31,1990-04-18,,460.7,1065.4,1133.5,
61,1990-04-08,,,,1210.0,814.9
22,2018-06-30,,,353.0,,451.7
31,1981-04-16,1070.1,,,,
22,1999-08-14,635.2,402.9,,809.7,706.2
21,2007-03-01,,338.5,,,
57,2013-01-25,,,531.4,414.8,
46,2007-08-02,375.3,,651.1,621.1,
18,2010-10-31,367.0,,593.8,,568.2
43,2009-05-07,,284.0,645.5,564.1,569.8
64,2003-10-18,517.4,320.8,,699.1,680.2
20,2020-10-26,96.8,150.0,290.2,224.7,
27,2007-03-29,,314.9,617.4,662.8,584.7
48,2019-05-20,,,339.8,260.4,
34,1987-10-20,954.6,543.4,1153.2,,880.2
27,2010-08-04,325.4,247.8,,503.7,561.7
39,2003-07-31,,363.1,730.3,796.0,701.8
29,2009-11-18,348.3,,,,623.6
22,1999-10-14,572.6,,877.8,830.6,
51,2000-11-29,,400.5,828.1,768.7,
49,1986-12-04,976.8,,1154.8,,
65,2012-08-21,302.3,,558.1,,506.8
54,2019-07-14,136.7,177.9,320.2,,430.1
35,1987-10-25,,,,,903.6
30,1991-02-17,,,,1030.3,923.8
23,2011-07-25,341.2,286.9,,535.3,
29,2003-02-21,,387.6,,766.4,621.3
36,1977-08-26,,,1422.4,1450.0,1095.6
20,1971-04-15,,,1690.5,,1073.5
41,1971-04-26,1307.1,,,1883.0,1284.0
46,1990-07-23,875.3,,1068.3,1070.2,
42,1979-04-19,1053.8,,1326.3,1617.4,1139.4
30,2016-10-31,,,437.7,,
48,1978-05-12,1058.8,675.6,,,
14,1975-12-06,,671.0,,,
35,2018-01-02,182.0,,372.1,,420.2
18,1987-10-06,,535.5,,1276.0,983.1
43,2015-11-10,,214.8,,,438.6
54,2010-05-08,,,,,600.6
49,2000-06-15,,380.5,788.7,,650.4
41,2010-03-06,353.9,279.0,637.7,568.3,577.4
21,1993-08-11,,491.4,,1154.6,
40,1997-11-06,655.9,,953.2,847.2,
35,1990-04-26,868.9,,,1153.0,900.3
32,2011-07-12,,,,502.2,520.0
31,1970-10-10,,772.6,,1838.6,
36,2009-12-24,,,,,598.6
50,1996-09-12,,394.3,923.0,,850.7
57,1990-08-12,,,1219.5,1087.5,
55,1998-11-28,597.4,407.1,,,705.3
57,1983-07-24,1049.5,625.0,,1387.9,
45,1975-06-28,1247.9,684.0,,,1116.6
27,1975-01-08,,,,,1062.3
14,1982-06-05,,630.8,,,1039.1
57,2009-06-05,388.0,,560.9,519.1,
65,1992-11-11,,,1162.7,1054.7,
17,1994-09-12,789.5,438.9,1033.9,1111.6,783.2
59,2008-06-02,409.3,,605.4,,621.5
23,2011-09-01,300.1,,502.7,,
63,1979-02-25,,,,,1072.0
37,2001-09-26,542.2,382.3,879.1,,671.2
64,1973-12-14,1253.1,672.2,,,
64,1993-02-10,,,,1009.3,850.1
22,1990-02-12,877.6,548.2,,1177.0,
50,2012-06-28,309.7,,546.9,,500.5
20,2019-10-24,126.2,160.9,,248.1,
59,1994-09-13,,,1123.0,983.1,
15,1971-02-01,,792.4,1826.6,,
24,1999-03-03,,420.4,,,689.7
59,1984-07-16,,582.7,,1275.6,
28,2020-05-07,,172.4,346.5,199.7,
39,2007-02-18,,282.7,702.7,696.0,671.5
30,2002-03-14,497.5,378.5,891.7,820.8,712.8
40,1977-02-12,1182.5,665.9,1514.9,,1040.5
42,1973-10-08,1242.2,685.3,,,1132.3
58,2010-04-26,,293.1,,488.8,
37,2017-04-14,205.7,201.9,,314.3,
21,1999-02-04,,,849.3,884.9,
25,2007-08-29,441.7,,675.3,,570.7
64,2003-01-06,496.9,376.6,,,
59,1990-10-19,,551.6,,,
28,1995-11-09,,490.2,990.1,,
24,1980-01-12,1135.8,,,1603.2,1010.8
55,1989-05-26,,,,,871.6
60,1982-08-12,1088.2,,1360.4,1384.9,
56,2003-12-09,,,701.8,,631.0
14,2005-06-14,462.4,,,,632.8
24,2018-06-14,,174.1,371.3,,469.9
36,1983-08-21,,,1347.1,1471.4,
34,2020-02-16,,,,,414.2
63,1991-09-22,837.2,,1095.0,1107.2,934.6
22,1977-07-03,1066.3,698.4,1526.5,1416.2,987.3
29,1986-10-09,990.8,,1152.0,1212.8,
50,1976-10-10,,,1398.9,1438.4,1130.0
56,1998-06-22,,455.3,,968.1,
52,2014-10-30,233.7,,,363.6,
22,2015-10-07,224.2,,407.0,,
55,2007-04-03,401.2,,,,
66,2002-05-03,524.5,,,740.0,713.8
15,1999-03-20,581.9,390.4,846.0,,768.0
17,2007-09-14,423.7,309.5,632.1,658.2,
39,2015-10-01,230.5,206.8,,,467.4
22,2020-02-15,110.5,157.9,,,
40,1986-08-16,869.0,542.2,1148.8,,
24,1979-10-14,1094.7,,,,
41,1992-05-25,,,978.1,,844.7
38,1994-05-17,,507.8,,,760.6
66,1976-01-22,1141.7,,1423.9,1669.3,1213.4
26,2000-05-10,642.8,,,,
21,2016-12-03,191.6,189.5,,346.8,435.4
33,1970-01-05,1199.3,,,,1099.0
45,1971-08-27,1366.9,748.0,1707.3,,
58,1998-04-24,681.4,,,,
30,2016-06-20,225.9,196.6,423.0,,453.7
25,2020-10-10,,158.8,295.4,226.9,
23,1984-03-01,,,,1337.8,922.2
47,1978-11-17,1058.7,,,1581.1,1069.7
43,1995-04-29,717.5,478.5,1096.7,932.8,847.6
43,1985-09-14,837.7,570.7,,1319.7,958.0
17,1987-01-04,832.9,,1317.5,,
32,1998-06-26,,429.4,913.3,,748.8
27,1986-08-08,,,,1386.4,
29,2008-01-26,364.1,,,,642.7
65,2004-06-15,458.5,,,656.0,661.1
55,2002-12-18,559.9,,816.0,,720.9
33,1975-08-21,1052.9,,1632.4,1583.5,1134.8
61,2013-03-30,,261.8,548.5,464.4,
25,2015-08-15,,,449.8,385.3,
34,2011-12-05,,239.1,,,
58,2003-06-11,,340.8,,,
41,2014-02-04,,234.3,,,
28,2008-08-14,,281.8,592.9,576.9,589.2
22,2018-03-22,,,,,482.3
15,1999-04-26,558.4,,911.3,,804.3
27,2009-09-06,,,,,569.7
52,1983-10-23,928.6,,,1254.8,
52,1998-11-23,,,952.6,953.6,725.3
16,1996-10-02,683.2,437.1,,910.3,
46,2014-08-15,250.1,211.2,429.6,,
45,1993-12-31,,435.7,,,754.0
49,1997-02-10,,441.8,,,
17,1987-06-11,965.0,560.8,,1176.8,841.1
16,2017-08-01,,189.5,,328.7,
17,2001-09-11,,364.5,,751.5,
31,2008-10-28,404.7,279.2,,,
57,2002-06-03,494.9,,,817.9,760.5
52,1981-03-18,970.8,,1372.2,1382.3,1081.1
20,1982-09-12,,559.7,,,
58,1982-08-28,983.2,589.1,,,
59,1995-09-09,740.4,,,901.2,748.1
22,1997-11-17,,,1010.2,869.4,768.4
62,2013-09-30,,217.9,512.0,439.3,
36,2001-03-04,,,,,746.6
27,2010-07-18,357.0,,562.8,508.2,
61,2008-10-26,414.2,313.9,602.8,565.7,
56,1981-02-23,,,,1550.2,1081.0
33,1994-04-01,691.8,448.1,1068.2,960.4,
29,1985-07-01,948.1,617.3,,,1045.7
65,1977-07-30,1043.9,,1566.7,1543.6,
35,2005-12-12,,,749.7,,670.7
49,1974-07-26,,,,1806.0,1025.2
60,1982-07-23,999.3,,,1413.9,1012.0
15,1973-10-21,,734.9,,,1085.2
57,1988-02-15,879.5,576.3,,,937.4
49,2010-11-15,347.7,265.2,559.3,,508.9
57,2000-01-07,636.8,372.2,800.2,,697.4
15,2013-07-16,299.1,233.1,,401.7,559.0
56,1972-11-15,1158.1,,1703.1,1569.4,
46,2014-07-30,275.8,222.7,,,
46,1995-04-23,,,943.4,1073.0,
20,1980-11-09,980.6,643.0,,1491.8,
19,1990-12-08,,490.4,,1140.0,823.1
60,1993-08-17,,,,,909.0
49,1993-05-20,800.3,,,1134.8,
34,2019-11-14,,,,232.0,
33,1989-03-31,831.5,,,,
14,2000-06-15,582.0,,,,655.5
66,2003-09-03,,360.0,750.4,,642.0
32,2015-01-17,,,473.2,393.5,
48,2004-02-12,537.4,353.2,,756.3,
36,2019-06-20,,,,,413.7
42,2015-12-27,,215.4,418.3,,
21,1991-01-11,760.1,,1185.5,1038.7,815.3
58,2009-08-29,378.7,,,524.4,
17,1994-01-21,,503.4,995.9,1133.0,
29,2008-06-07,,,698.1,576.7,569.1
37,1970-08-31,1391.6,706.1,,1779.9,
24,2020-03-28,125.6,,335.1,,
19,2019-06-04,,164.5,,,448.9
25,2018-10-27,143.3,175.0,333.1,293.8,
42,1979-02-21,,601.9,,,1112.2
63,1980-11-12,1147.7,635.8,,,
29,1995-12-05,,,,,734.2
23,1972-08-16,1227.8,,,1769.8,
64,1982-03-26,1106.8,606.8,1364.4,,1069.2
41,2000-05-15,591.3,,889.1,833.5,
18,2002-01-17,557.2,350.5,808.4,,
38,2014-01-03,241.5,242.5,,,466.3
53,2006-06-23,425.2,,,676.8,
49,2008-12-11,407.9,312.6,,619.7,
50,2017-03-24,207.1,,422.8,301.6,430.3
21,2000-03-16,634.5,,847.3,928.2,
65,1984-03-01,935.4,,1235.5,,1055.5
26,2000-07-13,563.7,,889.5,860.3,696.0
60,1996-06-19,,397.7,,1058.9,
46,2004-05-31,,331.6,708.9,776.6,686.0
19,1978-07-15,1043.0,589.0,1519.8,1477.7,
33,2000-01-27,,425.1,906.7,,
24,1994-09-11,,416.8,1015.6,1032.3,758.1
40,2013-12-23,241.8,,,432.9,468.6
28,2008-08-08,397.1,,697.8,536.4,
24,1973-07-14,1131.5,,1711.0,1674.7,
33,1991-02-19,,525.8,,1166.5,
31,1986-02-25,901.0,,,1328.5,1035.9
14,1990-09-15,,490.1,,1055.4,832.4
20,1994-03-25,672.5,467.1,1138.1,,
51,1986-05-22,985.1,,1241.7,1196.9,
62,2003-11-19,456.5,,,,653.9
56,1984-05-09,907.1,574.8,,1322.4,
43,1975-02-15,1232.1,,,1754.4,
14,2004-06-27,443.7,,696.7,,619.5
29,1996-05-10,648.3,413.0,931.6,937.5,
16,1992-05-26,,446.1,981.7,1155.9,829.2
59,1980-12-13,,603.1,,,
28,1991-11-22,,,,1136.1,787.2
43,1981-01-15,,676.6,,,944.7
37,2020-06-21,,,,204.8,406.4
57,2017-01-15,,183.9,,,455.1
50,1998-02-09,618.1,400.5,,,
24,1995-07-30,752.0,,1013.2,,807.6
67,1994-05-27,671.0,,,1121.4,
48,1999-03-11,625.9,,947.3,,
39,1984-03-11,957.5,,,,
48,2016-06-14,209.3,204.4,,,
16,1983-05-10,914.9,645.0,1410.9,,924.6
20,2006-05-30,459.3,,709.2,,576.7
49,1983-12-19,905.0,576.8,,1314.1,994.1
63,1994-01-05,,,1070.9,,
61,1996-12-21,652.1,,1033.6,869.3,
41,1984-12-29,867.0,551.5,1216.6,1433.3,1053.7
63,1983-12-05,907.1,,1203.3,,
39,1993-01-03,814.0,,,,
50,1971-03-01,1344.5,800.3,1815.0,,1214.3
55,2010-11-22,,,,508.6,
61,1997-01-06,,418.5,1031.6,,737.2
61,2014-08-21,266.7,,,,543.8
43,2004-03-05,482.9,358.7,,,
20,1995-08-20,667.4,,1072.1,949.0,806.4
56,2012-08-28,,226.5,,,
39,2014-11-06,227.5,,470.4,401.4,465.7
15,2008-05-16,404.7,290.7,676.4,,
58,1998-10-01,607.5,,,827.7,823.5
64,2004-03-29,528.9,,702.1,,610.5
35,1994-07-16,785.7,,,,
38,1994-12-09,,,1116.0,1008.3,749.7
55,1976-08-01,1133.2,,,1719.8,
26,1984-02-25,886.9,,,,
24,1991-07-23,,543.0,1152.5,1085.3,856.7
44,1975-09-23,1233.6,699.8,1438.2,1479.4,
61,2003-05-28,,,811.7,817.6,
18,1977-12-30,,,,,1019.7
38,2009-10-01,341.0,266.8,,,535.5
43,1998-11-04,,411.7,860.4,,747.0
25,1977-11-11,1140.5,,,1560.6,
61,1970-12-30,1219.9,725.2,,1803.0,1298.5
25,2018-12-21,148.3,172.4,368.4,244.5,436.4
51,1998-11-03,613.1,,884.8,,
27,1986-07-27,971.2,507.5,1129.7,,888.0
56,1979-07-12,1105.2,,,,
23,1977-08-14,1187.9,702.3,,,974.7
19,2009-07-19,,,,,565.3
32,2012-02-11,310.6,,551.3,473.7,531.3
29,1974-08-14,1308.5,,,,1133.4
63,1991-07-30,,,,,823.1
52,1978-08-18,1202.1,,1551.0,,
36,2002-11-30,569.2,335.1,,803.1,
26,1972-03-04,,,1728.1,,1077.1
65,1979-01-15,1017.9,638.5,1385.3,,1110.5
30,2016-12-30,,,,,493.4
27,1990-09-02,748.0,,,1135.4,829.8
64,1986-07-17,921.0,,1196.9,,
30,1996-09-13,,453.0,,,807.9
30,1998-02-08,667.6,,,,
32,1987-12-26,,,,1219.9,
25,2013-01-29,,253.7,,,520.4
62,1979-03-04,,593.0,1547.9,1513.7,951.9
14,1981-09-18,,589.4,1364.4,1361.2,943.6
21,2020-07-27,116.3,,339.8,,
56,1981-03-07,1038.9,640.9,1429.7,1474.2,
26,2001-09-09,542.7,,,,
58,2017-07-21,185.7,,420.7,,472.1
39,1991-08-12,,535.6,,1092.4,
49,1985-03-26,,,1306.3,1277.2,1041.1
14,1978-03-01,1203.3,,,,1099.1
37,2014-03-12,,,526.2,375.7,
16,2011-01-29,346.2,,,,593.9
34,1999-06-24,,,921.8,,751.9
63,1984-09-03,1045.9,,1394.1,,
48,1985-10-25,,556.6,,,882.5
51,2005-07-24,,361.2,781.9,709.1,
25,2016-02-15,202.4,206.3,,,
47,1990-04-15,882.4,,,1200.9,961.6
36,1979-11-14,,641.6,1298.1,,1111.7
32,2019-07-01,143.5,168.7,,,420.7
57,2011-10-31,,280.1,,494.6,
63,1980-12-02,,615.7,1451.2,,
18,2015-09-14,238.5,216.5,,,441.1
58,1972-03-29,,668.2,,,
43,2001-02-19,,,771.1,,730.7
15,2008-03-19,385.4,,670.0,,
42,2006-03-01,,326.7,706.5,601.6,
35,2018-02-18,160.7,188.9,,280.0,424.3
19,2011-12-17,287.6,,,,584.4
20,1983-07-16,1066.7,,,,
33,1974-12-20,1124.3,,,,1224.4
23,1986-04-30,913.0,607.5,,,
31,2014-10-08,,,477.0,,486.9
28,2010-02-20,321.5,250.1,569.8,,519.1
35,2016-09-17,,,,334.9,442.4
64,1972-08-26,1240.0,,,1588.7,1068.9
53,2019-06-16,139.1,176.3,,261.6,408.5
55,2000-01-30,565.6,396.0,887.6,880.7,
32,1988-10-29,,581.1,1208.4,,
44,1985-12-16,876.2,528.9,1228.0,1349.8,
54,1982-07-17,976.1,582.3,,1443.2,948.2
60,2008-06-06,,,,,626.7
24,1984-04-29,978.7,546.1,,,945.0
36,2011-01-23,,268.5,,519.9,599.9
31,2001-12-10,,404.6,804.4,,694.8
35,1979-10-17,1001.7,,1341.5,1477.3,1039.6
61,2002-02-17,,353.0,788.4,786.9,
67,1982-05-11,,,,,992.4
14,1991-06-01,,,1195.0,,874.6
34,1971-07-15,1357.4,,,1772.0,1136.0
59,2001-10-28,571.8,,906.3,813.0,667.8
18,1985-06-21,,,,1341.9,
56,1983-03-13,,,,,1051.8
26,2002-11-23,,,849.8,,
43,1973-07-19,1290.8,765.6,1535.8,,1244.2
61,1989-11-13,866.5,,1236.7,,
46,1996-02-01,743.0,,,,
22,1976-01-26,,,,1637.7,
63,2011-10-09,,,,,525.2
15,2012-03-21,306.5,273.1,,,
52,1990-06-16,,,1205.8,1246.4,820.4
40,1992-02-17,816.9,504.5,,,868.0
28,1999-09-15,,363.4,798.0,789.5,685.6
57,2018-03-06,,,,,462.0
63,1972-08-24,1293.2,743.0,1770.1,,1199.0
34,2018-09-14,161.0,177.3,,291.0,435.3
17,2000-05-20,,385.3,,,775.9
53,1974-05-23,,649.3,1609.6,1660.2,1129.0
64,1970-06-01,,775.1,1717.4,1698.3,
18,2011-06-19,,,,502.9,
29,2018-03-28,,,349.3,281.0,
20,1976-07-30,,696.4,1448.5,,1057.8
16,1980-02-09,,,,1401.2,
39,2013-04-09,303.9,222.5,,469.6,
37,2007-02-27,465.3,331.3,742.0,590.8,559.1
32,2006-02-07,444.9,338.8,734.5,,634.2
39,2009-06-18,,,,,571.2
22,2018-03-28,,,341.6,280.6,467.0
54,2005-10-10,,,670.9,,586.9
63,2000-06-18,540.6,,,,
27,2004-08-27,,365.6,,,705.1
38,1978-05-12,,683.5,1536.9,,1143.6
52,1983-01-18,978.8,,1222.4,,993.6
45,2014-09-01,240.7,,,,
56,1972-05-03,1329.3,,1709.4,,1252.2
47,2019-01-01,,,381.0,,414.4
18,2011-04-22,356.9,278.7,,495.9,566.5
62,1988-07-07,879.9,557.7,1270.9,,888.3
19,2010-10-30,,246.3,,,544.1
61,1985-09-07,,,,1279.6,
25,2004-04-04,513.5,338.3,834.0,,
35,1977-02-25,,,,1527.0,
57,1982-11-05,1072.1,,,1392.2,1071.1
64,2005-08-31,,337.1,745.0,,638.2
25,2010-04-12,383.5,295.9,,550.2,
52,1992-03-21,,479.9,987.1,,
35,1989-11-02,,533.1,1145.1,,858.7
17,1985-11-11,,524.8,1340.3,1301.2,
49,1983-02-16,,558.4,,1309.0,1010.0
42,2000-10-12,543.7,,,,
32,1986-04-12,,571.3,1253.8,,
41,1979-05-30,1151.3,,,1485.6,
47,1998-12-02,653.4,,,843.8,699.1
55,2007-02-02,398.6,284.5,,,607.7
37,2006-01-04,408.6,348.2,,,685.5
36,2011-06-27,335.3,273.0,550.9,,
34,1987-12-07,879.9,578.1,1135.5,,911.1
37,1983-11-16,889.2,,1327.5,,
65,2014-02-27,,,510.4,410.0,539.3
58,1993-12-02,,441.8,1053.3,1096.9,820.5
15,1996-09-27,,478.4,979.2,1012.2,735.9
14,2001-05-18,583.4,,800.9,875.0,
63,1975-10-29,1278.1,651.7,,1700.0,1208.7
49,1995-11-29,730.7,432.4,,,
63,2011-11-02,321.6,,602.7,,568.4
34,2013-09-05,,247.6,,,553.3
46,1998-07-09,,,,,710.3
32,1982-12-24,939.8,,,1445.5,1068.5
24,2006-05-26,,290.2,768.2,,
44,1996-02-18,628.2,,,,
40,1998-07-02,,,932.2,991.4,782.4
43,1982-08-20,,,1364.6,1330.7,
16,1986-05-12,999.5,515.0,1178.8,,
52,1979-01-07,1039.3,,1407.3,,
27,2004-05-27,,,685.9,,645.2
64,1971-10-22,,792.3,1544.1,1603.9,1146.1
34,1976-07-20,1114.3,737.1,1379.3,1478.8,1170.9
57,1991-06-01,,,,,907.5
25,1972-02-05,,,,,1131.2
63,1981-05-16,1128.5,,,1438.1,982.8
44,2015-04-18,224.7,,482.1,,
40,1988-11-30,,556.2,1204.2,1235.9,
51,2010-09-08,,,632.0,574.2,
27,1982-10-01,,615.0,1406.6,,
33,2001-02-14,,,,870.1,
67,1999-12-07,548.5,,,867.5,713.0
39,1997-07-09,675.9,403.7,1028.6,953.4,
44,2018-01-20,,,,273.3,
62,1996-02-11,,482.2,930.7,1050.3,
50,2008-10-22,,284.6,,,582.8
17,2000-09-23,,,810.8,846.8,
55,2018-09-03,,,,,445.2
31,1992-11-01,775.6,437.5,,1153.9,
29,1999-02-08,,402.7,,919.8,698.0
66,1984-10-01,1032.8,,,1357.2,
17,1990-06-25,776.9,458.8,1219.4,1241.1,
51,2010-06-15,313.8,,576.2,572.1,574.3
40,1973-03-30,,,1683.0,,
24,1990-04-28,754.2,,1158.3,,934.1
51,2014-09-06,,229.9,453.9,366.7,
64,1996-07-12,,475.4,,1064.4,859.0
66,1998-12-05,,,878.3,,
17,1992-01-05,,,,1123.4,895.6
59,1983-08-14,,,1448.9,,1030.0
16,1989-01-22,814.6,,1182.3,1182.4,
28,1980-08-03,,,,,1019.1
49,2000-03-17,,379.7,,869.2,654.0
35,2012-03-27,292.9,231.2,,510.4,
50,2017-01-08,,187.4,,328.0,
22,2016-11-08,,,,304.6,
51,1988-02-04,,,1178.3,1274.1,
44,1976-10-10,1194.5,684.0,1652.7,,
44,2001-10-26,,,795.7,,661.3
27,2020-09-22,,,277.2,211.3,
20,1993-01-25,830.3,436.5,,,
66,1996-12-27,,469.6,,960.4,763.9
53,2004-12-28,,370.8,,,586.7
49,1971-11-12,1329.1,759.3,1543.7,1667.8,
35,1981-07-31,944.4,630.7,1359.5,,955.6
31,1997-08-24,,,861.1,,
16,1981-04-03,,,,1482.0,977.0
35,1987-06-07,,,1213.0,1339.4,1003.5
45,2015-01-02,,,482.1,377.5,507.3
51,1986-02-21,930.8,550.1,1287.9,1378.6,867.2
23,1988-08-19,,,1157.2,1270.3,993.9
19,1991-05-14,765.6,466.9,,1119.4,
42,2009-07-13,376.6,262.6,668.4,611.3,
56,1973-03-25,1257.8,679.4,,1831.6,
59,1997-02-20,698.8,,,,
37,1978-11-05,,,1364.9,1462.4,
47,1978-10-11,,,1340.8,1640.6,1029.4
49,1982-12-08,,,1274.2,,
30,2011-09-11,288.4,254.0,,504.6,546.6
47,2008-01-30,367.0,,632.1,,
51,2014-12-25,,233.2,483.7,381.4,468.3
17,2013-03-31,,236.1,487.1,458.9,513.4
34,2011-03-24,359.0,287.5,577.8,,
30,2006-09-28,435.7,305.5,,687.4,
63,1988-03-10,,,,1187.1,
38,1988-02-09,,,,1270.8,
40,1978-04-13,1187.5,,1515.9,,
58,2003-01-22,,329.7,,700.7,
42,1972-06-23,,,1554.0,1598.4,
54,1978-03-15,,,,1462.5,
15,2018-09-22,154.4,,,,395.4
62,2002-11-29,530.5,329.4,,786.9,687.8
40,2018-07-09,,,385.0,,414.5
43,1999-10-21,,407.9,,,
25,2001-05-28,,,,,683.2
19,1970-07-29,1379.4,,1756.6,1809.2,1082.2
41,2006-06-29,418.5,350.0,723.0,686.2,619.7
39,1974-02-03,,,,1643.0,
50,2002-03-07,,384.6,762.5,,
29,2001-06-07,,,,,663.0
54,1991-09-12,,,,1203.2,790.0
23,1992-09-25,,,981.8,,
42,1974-07-23,,726.9,,,
32,1987-08-03,924.2,550.0,1227.4,,863.6
26,1970-12-02,1247.2,768.2,1804.8,1661.5,1215.4
36,1983-10-30,,608.5,1357.4,1439.5,906.9
32,2016-09-18,,206.8,428.9,315.0,475.4
57,1987-10-22,,,,,969.9
31,2004-07-17,,,796.7,,
26,2014-10-30,221.8,236.5,514.7,,495.3
65,1995-03-05,734.1,419.9,976.6,,
43,1989-09-23,835.4,558.8,1063.9,1103.9,889.8
19,1994-03-11,786.1,481.5,940.1,,
23,1999-03-09,607.3,,854.4,906.5,675.0
14,1995-02-13,677.3,463.2,961.2,1077.0,755.9
32,1986-06-01,851.5,578.1,1150.6,1236.4,913.9
51,1973-05-19,1317.9,,1709.1,1698.6,
50,1977-02-13,1226.7,,,1566.0,
58,1994-08-03,741.9,419.0,,1031.1,832.7
56,2020-02-19,130.9,171.3,,223.8,452.4
21,1996-03-31,,415.7,1022.6,,
45,1982-11-10,,576.6,,1409.0,
45,1975-12-02,,,,,1095.4
41,1980-02-20,,,,,986.3
47,2008-12-10,413.7,,,550.1,
46,1990-07-18,879.2,532.4,1110.9,1115.5,
23,1997-08-26,,408.7,938.2,,749.7
43,1994-02-27,661.6,503.3,992.8,,
40,1977-11-25,1209.3,,,1681.2,
46,1977-01-20,,702.1,,1541.4,1075.0
50,2001-12-29,570.9,367.1,847.4,735.3,
26,2015-08-09,248.9,217.7,465.3,,
31,2009-08-14,,,,,566.9
59,1988-10-21,,,1237.9,1127.7,
30,2016-06-27,,,407.8,309.2,473.0
18,1976-07-07,1064.6,,1393.9,1720.0,1073.4
60,1982-08-19,933.1,547.7,1291.7,1286.6,930.7
57,1971-04-29,,664.3,,1747.7,
52,2020-04-13,,162.3,291.6,225.5,409.5
58,1990-04-20,,,,,864.7
15,2016-08-23,206.7,213.1,454.2,,470.3
14,1977-12-12,1189.0,660.8,1602.9,,
34,1989-02-17,872.4,493.4,,,
52,2003-08-22,514.0,,795.2,736.2,
19,2002-10-10,,,,785.3,748.1
42,2003-09-25,545.6,,,,
24,1992-11-07,,459.3,,,915.8
48,2005-10-14,481.4,345.3,,,
55,1985-02-21,997.7,,,1410.5,
20,2016-02-18,207.6,190.1,,366.1,452.1
44,1983-05-08,,,,,964.0
25,1979-01-09,,,1565.4,,1138.4
27,1974-12-11,1083.8,742.8,,,
62,1975-11-14,1181.7,,1458.7,,1217.2
19,1972-08-01,,727.6,,1627.7,
37,1990-12-17,,514.2,1187.1,,
28,2017-02-07,,,,295.1,
30,1977-10-18,,662.9,,1679.1,
29,2000-12-27,,,,770.7,
53,2013-09-06,288.1,229.8,496.8,455.4,
41,2005-10-17,413.3,,689.7,727.4,670.1
51,2003-09-13,535.4,,751.5,,651.6
31,1997-12-22,656.1,389.5,,,767.6
33,1991-04-24,,504.1,,,914.9
67,1982-12-09,945.1,552.7,1412.7,1367.4,964.7
14,1978-03-07,,,,,1016.8
45,1979-10-06,,576.3,1490.5,,1127.4
38,1997-05-04,,431.8,,892.4,838.7
35,1984-10-05,,,,,1021.9
67,1992-09-30,,474.1,,1083.8,
26,2006-03-15,,331.4,641.0,730.4,647.5
29,1982-03-25,,,,1410.2,1011.2
37,1983-09-13,,,,1457.4,
33,1985-07-09,,574.9,1230.5,1259.8,990.0
21,1985-06-05,,,1375.9,1186.2,
66,2006-10-07,,,733.9,675.1,639.6
55,1995-04-20,750.0,,1100.3,952.8,755.4
36,1987-07-10,908.4,,,,947.6
62,1970-10-15,1221.3,,,,1103.5
33,2004-04-05,478.8,,,686.1,
67,1995-10-22,659.3,431.1,910.4,,833.8
60,2000-05-12,632.0,,842.0,,729.2
22,2013-03-21,,,,466.0,527.5
49,2003-06-18,526.2,,,,
57,2007-05-14,417.2,,,637.8,
46,2012-03-07,,,532.0,459.9,
67,1989-02-12,791.1,,1139.4,,964.5
56,1973-02-03,,643.7,,1635.3,1083.6
59,1970-03-05,,,1637.4,,
39,1993-03-24,,,1110.7,,
29,1972-12-21,1125.2,,,1751.9,
27,2007-03-15,,,738.3,582.5,661.0
50,1981-06-06,1078.5,662.7,,1546.4,1034.4
33,2002-12-17,,343.2,,742.6,
58,1971-01-09,,,,1618.7,1277.4
66,1992-04-10,,,,,821.0
19,1988-12-22,801.8,,1292.9,,
48,2004-10-01,476.4,348.1,712.5,747.7,659.0
55,1970-10-10,1237.0,717.9,,1809.8,1104.0
20,2000-12-22,,,870.7,,
18,2002-07-05,,,748.6,826.3,659.5
32,2004-06-08,,,710.5,,648.3
28,1971-11-30,,790.9,1746.8,1802.0,
66,1992-09-09,736.0,501.1,,,803.4
59,2020-08-11,,151.0,313.0,,
41,1992-09-05,718.8,,,,
38,1999-03-05,638.3,376.7,952.7,,
67,1981-04-08,1033.1,605.3,1483.2,,952.6
60,1973-12-14,1295.6,,,,
58,1992-06-20,,458.2,1069.4,,
58,1983-11-19,900.8,628.6,,,958.3
63,1987-06-10,,543.7,,1328.6,1003.1
27,1995-11-28,658.6,431.6,1049.2,932.9,829.2
48,2017-08-31,,187.5,,,414.4
31,2001-06-18,,,820.8,878.5,772.6
63,2016-11-04,,205.9,443.5,,
